sample_date,am_count,wc_count,origin_lat,origin_lon,destination_lat,destination_lon,arrival_time,scheduled_pickup,time_diff,direct_distance
2024-02-5,1,0,1898,591,1505,1931,38987,43198,4211,1397
2024-02-5,1,0,915,1518,182,942,39223,40955,1732,933
2024-02-5,1,0,1538,49,1083,2262,39273,41491,2218,2260
2024-02-5,1,0,552,2461,60,2399,39511,46711,7200,496
2024-02-5,1,0,1409,1006,118,314,39587,39587,0,1465
2024-02-5,1,0,2463,1460,2260,1701,39600,42523,2923,316
2024-02-5,1,0,357,1542,1736,469,39600,44112,4512,1748
2024-02-5,1,0,357,1333,1028,2380,39703,45673,5970,1244
2024-02-5,1,0,1955,56,253,908,40197,45649,5452,1904
2024-02-5,1,0,886,669,2185,1483,40324,41126,802,1533
2024-02-5,1,0,2136,1371,1023,409,40498,41301,803,1472
2024-02-5,1,0,267,2063,803,1055,40506,47706,7200,1142
2024-02-5,1,0,2409,1238,570,1470,40541,40947,406,1854
2024-02-5,1,0,401,501,852,99,40554,47754,7200,605
2024-02-5,1,0,1578,513,1584,686,40671,47727,7056,174
2024-02-5,1,0,1536,529,537,2431,41070,42027,957,2149
2024-02-5,1,0,2347,1926,436,2275,41100,45684,4584,1943
2024-02-5,1,0,322,2003,427,2193,41556,45443,3887,218
2024-02-5,1,0,2458,2251,545,1839,41610,48146,6536,1957
2024-02-5,1,0,127,1829,1772,1333,41689,43134,1445,1719
2024-02-5,1,0,1811,4,42,1,42133,42906,773,1770
2024-02-5,1,0,1712,2403,665,991,42137,46555,4418,1758
2024-02-5,1,0,1352,2401,2019,2162,42138,49338,7200,709
2024-02-5,1,0,1421,1434,377,1679,42669,49355,6686,1073
2024-02-5,1,0,350,414,599,328,42779,44429,1650,264
2024-02-5,1,0,2130,856,1591,977,43200,47146,3946,553
2024-02-5,1,0,414,608,1834,279,43200,48648,5448,1458
2024-02-5,1,0,2203,798,1255,1262,43214,50061,6847,1056
2024-02-5,1,0,1776,962,305,162,43249,47220,3971,1675
2024-02-5,1,0,2297,1635,1049,1517,43508,50099,6591,1254
2024-02-5,1,0,1439,1362,1400,397,43579,44544,965,966
2024-02-5,1,0,2392,241,2060,835,43737,44344,607,681
2024-02-5,1,0,2495,747,2196,473,44240,49420,5180,406
2024-02-5,1,0,360,2328,823,158,44291,50706,6415,2219
2024-02-5,1,0,690,1859,71,2085,44394,45354,960,659
2024-02-5,1,0,1585,1834,1284,1949,44502,45092,590,323
2024-02-5,1,0,2410,1602,794,60,44769,49766,4997,2234
2024-02-5,1,0,2143,425,1185,342,45080,48601,3521,962
2024-02-5,1,0,865,566,1031,1784,45318,46380,1062,1230
2024-02-5,1,0,1812,552,276,1782,45486,45486,0,1968
2024-02-5,1,0,1890,1994,4,610,46337,50425,4088,2340
2024-02-5,1,0,680,1359,931,1753,46543,47377,834,468
2024-02-5,1,0,78,995,2050,1382,46576,47035,459,2010
2024-02-5,1,0,2066,4,995,1595,46599,50283,3684,1918
2024-02-5,1,0,2143,2429,947,1614,46762,47014,252,1448
2024-02-5,1,0,1039,2111,779,527,46800,51959,5159,1606
2024-02-6,1,0,2210,1833,1714,1261,3600,5902,2302,758
2024-02-6,1,0,1780,455,607,1936,3818,10613,6795,1890
2024-02-6,1,0,1233,1295,1234,1291,4055,11255,7200,5
2024-02-6,1,0,1241,951,2476,1709,4068,8455,4387,1450
2024-02-6,1,0,1990,2110,712,2116,4200,4709,509,1279
2024-02-6,1,0,1152,2435,579,12,4275,4996,721,2490
2024-02-6,1,0,1730,1566,1873,2193,4620,6391,1771,644
2024-02-6,1,0,1384,987,911,1278,4673,8891,4218,556
2024-02-6,1,0,1501,1410,1296,475,4694,6276,1582,958
2024-02-6,1,0,2006,1104,819,2227,5530,7039,1509,1635
2024-02-6,1,0,466,1456,1109,497,5775,11243,5468,1155
2024-02-6,1,0,807,232,804,523,5799,6652,853,292
2024-02-6,1,0,364,489,237,301,6178,10293,4115,227
2024-02-6,1,0,2045,1329,2201,2193,6229,6229,0,878
2024-02-6,1,0,1329,62,875,2279,6314,9381,3067,2264
2024-02-6,1,0,1461,232,1471,1487,6416,7358,942,1256
2024-02-6,1,0,2138,818,257,826,6769,12213,5444,1882
2024-02-6,1,0,2276,810,742,1606,6953,11396,4443,1729
2024-02-6,1,0,1677,1294,1873,1503,7025,8027,1002,287
2024-02-6,1,0,624,1744,1678,2279,7200,7817,617,1183
2024-02-6,1,0,1004,219,1369,1414,7200,13095,5895,1250
2024-02-6,1,0,1357,2338,204,2074,7523,7865,342,1183
2024-02-6,1,0,2051,456,930,26,7551,14340,6789,1201
2024-02-6,1,0,453,2059,113,1296,7716,12630,4914,836
2024-02-6,1,0,1368,1096,423,2302,7795,12588,4793,1533
2024-02-6,1,0,1045,965,1965,943,7846,9778,1932,921
2024-02-6,1,0,222,46,765,1448,7888,13804,5916,1504
2024-02-6,1,0,77,240,705,1161,7949,10865,2916,1115
2024-02-6,1,0,1435,183,1411,1175,8667,11768,3101,993
2024-02-6,1,0,312,420,1337,1485,8713,12404,3691,1479
2024-02-6,1,0,2089,1501,2468,724,8798,13715,4917,865
2024-02-6,1,0,2016,1284,1644,435,8801,10298,1497,927
2024-02-6,1,0,2092,1215,844,1339,8984,15391,6407,1255
2024-02-6,1,0,1964,300,1732,1591,9034,10366,1332,1312
2024-02-6,1,0,1365,1337,2166,293,9293,13942,4649,1316
2024-02-6,1,0,343,1192,2458,1303,9460,11104,1644,2118
2024-02-6,1,0,240,256,2491,1201,9564,14125,4561,2442
2024-02-6,1,0,2165,1223,1829,2344,9800,13115,3315,1171
2024-02-6,1,0,303,609,1870,1896,10483,12970,2487,2028
2024-02-6,1,0,534,1878,1294,235,10800,15374,4574,1811
2024-02-6,1,0,2072,2171,1697,1279,10800,18000,7200,968
2024-02-6,1,0,1258,168,1568,688,11217,17458,6241,606
2024-02-6,1,0,2420,547,649,765,11292,12339,1047,1785
2024-02-6,1,0,2452,1996,322,1072,11355,11376,21,2322
2024-02-6,1,0,1091,570,40,550,11398,13402,2004,1052
2024-02-6,1,0,218,1019,1982,7,11615,11615,0,2034
2024-02-6,1,0,519,1491,2109,2018,11910,16887,4977,1676
2024-02-6,1,0,1247,624,456,354,12089,12089,0,836
2024-02-6,1,0,1973,303,417,845,12098,14087,1989,1648
2024-02-6,1,0,540,2126,1916,1651,12212,16772,4560,1456
2024-02-6,1,0,1761,1300,716,898,12556,14320,1764,1120
2024-02-6,1,0,2294,2457,1082,490,12570,14863,2293,2311
2024-02-6,1,0,39,88,538,739,13036,13843,807,821
2024-02-6,1,0,1322,1517,644,2112,13090,18029,4939,903
2024-02-6,1,0,1934,596,1270,1256,13221,15643,2422,937
2024-02-6,1,0,884,15,1244,57,13237,18778,5541,363
2024-02-6,1,0,1040,481,1810,942,13637,18124,4487,898
2024-02-6,1,0,657,1890,1755,83,13766,19495,5729,2115
2024-02-6,1,0,1550,1913,1496,164,14105,20011,5906,1750
2024-02-6,1,0,1355,1752,2064,586,14400,16439,2039,1365
2024-02-6,1,0,712,1281,722,658,14400,16216,1816,624
2024-02-6,1,0,2000,2298,1754,391,14580,19318,4738,1923
2024-02-6,1,0,1210,877,1145,409,14698,21898,7200,473
2024-02-6,1,0,446,2336,418,868,14865,18537,3672,1469
2024-02-6,1,0,1318,464,2393,1728,14885,15514,629,1660
2024-02-6,1,0,1176,28,204,302,15388,19992,4604,1010
2024-02-6,1,0,795,1990,1725,367,15393,21978,6585,1871
2024-02-6,1,0,1962,2462,2361,1101,15410,16656,1246,1419
2024-02-6,1,0,2088,710,858,2254,15723,15972,249,1975
2024-02-6,1,0,1541,1749,2433,2418,15881,21499,5618,1115
2024-02-6,1,0,400,2374,1237,2348,16082,23282,7200,838
2024-02-6,1,0,1460,1057,951,1985,16215,22462,6247,1059
2024-02-6,1,0,1386,580,195,1945,16493,21460,4967,1812
2024-02-6,1,0,2474,426,1470,2140,16665,23719,7054,1987
2024-02-6,1,0,1110,1401,2183,1043,16701,19079,2378,1132
2024-02-6,1,0,1814,2309,2160,501,16949,21182,4233,1841
2024-02-6,1,0,1266,178,1862,1575,17019,22406,5387,1519
2024-02-6,1,0,1427,1953,1507,198,17336,21328,3992,1757
2024-02-6,1,0,2330,1854,79,1844,17405,19097,1692,2252
2024-02-6,1,0,1574,2398,1880,879,18000,21317,3317,1550
2024-02-6,1,0,2033,548,1832,2005,18000,24657,6657,1471
2024-02-6,1,0,1869,1896,1360,1587,18162,22760,4598,596
2024-02-6,1,0,2339,2105,47,691,18243,21816,3573,2694
2024-02-6,1,0,1297,1327,2250,2027,18267,18836,569,1183
2024-02-6,1,0,1167,2078,2029,1930,18419,21982,3563,875
2024-02-6,1,0,1697,412,1880,212,18582,25657,7075,272
2024-02-6,1,0,854,2250,2010,406,19058,21531,2473,2177
2024-02-6,1,0,1577,1875,635,1642,19249,20773,1524,971
2024-02-6,1,0,2406,625,901,1149,19381,26329,6948,1594
2024-02-6,1,0,1369,1027,1396,409,19421,26621,7200,619
2024-02-6,1,0,2490,2163,959,49,19516,23583,4067,2611
2024-02-6,1,0,714,1816,993,1438,19681,21690,2009,470
2024-02-6,1,0,890,317,1347,582,19933,26687,6754,529
2024-02-6,1,0,351,321,383,2054,20785,25504,4719,1734
2024-02-6,1,0,746,1135,171,147,20826,27960,7134,1144
2024-02-6,1,0,1217,18,2035,905,21043,25460,4417,1207
2024-02-6,1,0,1252,1694,238,65,21146,23591,2445,1919
2024-02-6,1,0,1803,346,608,1411,21342,25237,3895,1601
2024-02-6,1,0,1277,1236,407,273,21344,26490,5146,1298
2024-02-6,1,0,883,1762,2022,2189,21600,23569,1969,1217
2024-02-6,1,0,2304,360,1087,2163,21600,25237,3637,2176
2024-02-6,1,0,1781,774,222,2202,21983,27718,5735,2115
2024-02-6,1,0,1588,2308,809,181,22168,27770,5602,2266
2024-02-6,1,0,2010,983,1371,2305,22570,27458,4888,1469
2024-02-6,1,0,2438,986,2152,1357,22782,27493,4711,469
2024-02-6,1,0,4,1770,1754,1456,22887,25498,2611,1778
2024-02-6,1,0,1320,1956,1204,1692,23238,26800,3562,289
2024-02-6,1,0,1078,125,2241,694,23434,29590,6156,1295
2024-02-6,1,0,274,611,958,1341,23704,30904,7200,1001
2024-02-6,1,0,2269,1676,647,712,23718,24162,444,1887
2024-02-6,1,0,41,1130,40,1805,23765,23765,0,676
2024-02-6,1,0,395,756,2149,508,23879,25233,1354,1772
2024-02-6,1,0,2288,322,1965,1248,24180,28601,4421,981
2024-02-6,1,0,1172,1128,1929,1953,24361,27729,3368,1120
2024-02-6,1,0,2083,1893,920,916,24423,30065,5642,1519
2024-02-6,1,0,1439,1677,1233,556,24964,30988,6024,1140
2024-02-6,1,0,132,1363,495,631,24970,24970,0,818
2024-02-6,1,0,1536,995,199,2043,25047,27980,2933,1699
2024-02-6,1,0,1819,1177,734,630,25097,28789,3692,1216
2024-02-6,1,0,663,857,540,902,25200,30667,5467,131
2024-02-6,1,0,2459,2155,2116,1915,25200,25200,0,419
2024-02-6,1,0,2050,600,1004,385,25207,30622,5415,1068
2024-02-6,1,0,2336,1807,2259,789,25276,30379,5103,1021
2024-02-6,1,0,625,2201,976,1960,25437,31187,5750,426
2024-02-6,1,0,1362,2186,2434,1417,25442,28089,2647,1320
2024-02-6,1,0,1114,1494,719,926,25531,32730,7199,692
2024-02-6,1,0,1164,1062,322,256,25797,28446,2649,1166
2024-02-6,1,0,2120,1795,235,69,25798,32566,6768,2556
2024-02-6,1,0,106,1577,898,933,26120,30262,4142,1021
2024-02-6,1,0,587,62,1170,1812,26366,33542,7176,1845
2024-02-6,1,0,1836,2100,2322,1431,26603,30846,4243,827
2024-02-6,1,0,1306,1620,2215,799,26878,26878,0,1225
2024-02-6,1,0,2280,25,334,1084,27343,30492,3149,2216
2024-02-6,1,0,2319,480,947,737,27499,31587,4088,1396
2024-02-6,1,0,1714,1004,2302,1187,27528,34599,7071,616
2024-02-6,1,0,185,2247,2264,1470,27754,31604,3850,2220
2024-02-6,1,0,169,1813,708,1078,27834,34994,7160,912
2024-02-6,1,0,130,1524,421,1977,28249,30004,1755,539
2024-02-6,1,0,1705,2398,2469,2474,28580,33801,5221,768
2024-02-6,1,0,2281,154,1779,1858,28800,33712,4912,1777
2024-02-6,1,0,457,178,832,1137,28800,33391,4591,1030
2024-02-6,1,0,1658,54,1696,1369,28833,36027,7194,1316
2024-02-6,1,0,360,109,1818,1605,29002,31682,2680,2089
2024-02-6,1,0,53,1811,513,2355,29071,30616,1545,713
2024-02-6,1,0,2121,2358,1622,2435,29262,33793,4531,505
2024-02-6,1,0,2266,265,2255,888,29277,34098,4821,624
2024-02-6,1,0,2275,1567,906,390,29480,29480,0,1806
2024-02-6,1,0,571,1576,1334,1524,29543,33632,4089,765
2024-02-6,1,0,1021,1248,1332,2000,29575,34448,4873,814
2024-02-6,1,0,1154,989,1002,2446,30206,37406,7200,1465
2024-02-6,1,0,959,1390,975,74,30563,31392,829,1317
2024-02-6,1,0,2494,1913,1747,1126,30586,35958,5372,1086
2024-02-6,1,0,1445,1725,1628,1196,30685,36708,6023,560
2024-02-6,1,0,2488,520,500,2442,30699,31570,871,2766
2024-02-6,1,0,751,1703,382,1244,31234,33079,1845,589
2024-02-6,1,0,2369,2302,423,254,31564,37060,5496,2826
2024-02-6,1,0,555,941,1723,1872,31732,33303,1571,1494
2024-02-6,1,0,2390,593,2469,1448,32251,37450,5199,859
2024-02-6,1,0,2456,1157,341,1445,32379,34897,2518,2135
2024-02-6,1,0,2469,256,743,233,32400,32400,0,1727
2024-02-6,1,0,96,807,802,2275,32400,36048,3648,1629
2024-02-6,1,0,1786,724,1514,59,32580,34144,1564,719
2024-02-6,1,0,682,165,2180,1489,32867,36463,3596,2000
2024-02-6,1,0,680,901,2151,968,33253,34317,1064,1473
2024-02-6,1,0,2292,2458,1121,994,33308,33534,226,1875
2024-02-6,1,0,2239,2200,1358,0,33563,38749,5186,2370
2024-02-6,1,0,1989,1934,164,2029,33654,37790,4136,1828
2024-02-6,1,0,2288,109,1009,992,34096,36334,2238,1555
2024-02-6,1,0,2267,678,1771,833,34553,35118,565,520
2024-02-6,1,0,1951,1385,1264,1909,34921,39356,4435,865
2024-02-6,1,0,354,1887,927,1687,34930,36896,1966,607
2024-02-6,1,0,1463,565,902,2407,35070,37564,2494,1926
2024-02-6,1,0,913,516,2317,1946,35143,40590,5447,2005
2024-02-6,1,0,2236,263,1272,33,35174,38761,3587,992
2024-02-6,1,0,90,1845,103,2378,35772,39744,3972,534
2024-02-6,1,0,2407,2329,2482,550,35793,36952,1159,1781
2024-02-6,1,0,1662,666,1185,2135,35860,38866,3006,1545
2024-02-6,1,0,602,480,1854,1317,35923,38543,2620,1507
2024-02-6,1,0,1930,153,160,1468,35991,37447,1456,2206
2024-02-6,1,0,1373,1181,446,2355,36000,38743,2743,1496
2024-02-6,1,0,984,2147,886,1220,36000,38363,2363,933
2024-02-6,1,0,2306,1306,1501,2451,36057,37087,1030,1400
2024-02-6,1,0,1649,754,710,1097,36642,43842,7200,1000
2024-02-6,1,0,1165,2231,1434,1657,37046,39491,2445,634
2024-02-6,1,0,441,935,146,154,37151,44351,7200,835
2024-02-6,1,0,1383,1756,651,1433,37399,39284,1885,801
2024-02-6,1,0,105,1632,428,88,37563,38705,1142,1578
2024-02-6,1,0,1335,936,1124,2139,37615,43593,5978,1222
2024-02-6,1,0,1471,363,792,519,37629,40073,2444,697
2024-02-6,1,0,1543,796,2448,1956,37775,38397,622,1472
2024-02-6,1,0,489,1481,259,1288,37810,44329,6519,301
2024-02-6,1,0,836,1090,1585,1046,38072,38879,807,751
2024-02-6,1,0,2365,98,410,1788,38101,40680,2579,2585
2024-02-6,1,0,2402,1525,553,364,38189,42570,4381,2184
2024-02-6,1,0,2195,790,1431,1612,38311,43897,5586,1123
2024-02-6,1,0,1503,2022,469,1456,38728,45355,6627,1179
2024-02-6,1,0,769,1482,3,1750,38955,39784,829,812
2024-02-6,1,0,2044,816,92,2197,39046,41436,2390,2392
2024-02-6,1,0,406,1701,282,1236,39109,41049,1940,482
2024-02-6,1,0,2243,1022,1748,2375,39600,46031,6431,1441
2024-02-6,1,0,930,2105,508,2081,39600,41512,1912,423
2024-02-6,1,0,664,1324,268,2185,39673,41925,2252,948
2024-02-6,1,0,2351,1337,2024,2011,39926,45441,5515,750
2024-02-6,1,0,678,2459,1184,2451,40064,46946,6882,507
2024-02-6,1,0,650,681,1330,374,40356,41269,913,747
2024-02-6,1,0,2448,2215,165,1368,40630,43208,2578,2436
2024-02-6,1,0,210,78,674,1232,40710,42338,1628,1244
2024-02-6,1,0,1640,761,2366,1573,40845,41813,968,1090
2024-02-6,1,0,1222,746,684,306,40944,46505,5561,696
2024-02-6,1,0,1577,1175,57,2223,40961,48161,7200,1847
2024-02-6,1,0,1652,173,645,1625,40984,48184,7200,1768
2024-02-6,1,0,961,1637,258,1463,41076,42127,1051,725
2024-02-6,1,0,956,563,432,1130,41132,43796,2664,773
2024-02-6,1,0,2368,192,578,2135,41201,46059,4858,2642
2024-02-6,1,0,2477,450,515,522,41343,45269,3926,1964
2024-02-6,1,0,1292,208,1705,72,41591,46773,5182,435
2024-02-6,1,0,1073,568,125,215,41726,46381,4655,1012
2024-02-6,1,0,1037,679,1932,1640,41880,46848,4968,1314
2024-02-6,1,0,2268,1709,103,1378,42100,46703,4603,2191
2024-02-6,1,0,41,813,1666,1986,43200,44926,1726,2005
2024-02-6,1,0,1692,758,1564,320,43200,45995,2795,457
2024-02-6,1,0,1683,1496,1673,1487,43515,44212,697,14
2024-02-6,1,0,629,2116,1806,2364,43622,43622,0,1203
2024-02-6,1,0,971,1976,396,859,43716,47642,3926,1257
2024-02-6,1,0,1239,1720,1864,160,43941,48518,4577,1681
2024-02-6,1,0,2156,682,793,1002,44019,47670,3651,1401
2024-02-6,1,0,1804,163,1368,1849,44348,48679,4331,1742
2024-02-6,1,0,39,2264,2300,2408,44436,44950,514,2266
2024-02-6,1,0,113,30,419,21,44533,48395,3862,307
2024-02-6,1,0,1452,1318,1584,1223,44778,44778,0,163
2024-02-6,1,0,1341,1664,1834,1284,45067,49873,4806,623
2024-02-6,1,0,765,188,2138,821,45086,51329,6243,1512
2024-02-6,1,0,349,2256,593,399,45165,47843,2678,1873
2024-02-6,1,0,367,1081,743,216,45725,47453,1728,944
2024-02-6,1,0,2336,509,1874,1078,45792,47690,1898,733
2024-02-6,1,0,440,1618,460,1199,45929,52758,6829,420
2024-02-6,1,0,1268,2050,786,1472,46230,46230,0,753
2024-02-6,1,0,458,1777,637,1963,46669,48044,1375,259
2024-02-6,1,0,1765,102,204,455,46720,53342,6622,1601
2024-02-6,1,0,1910,2007,1030,239,46800,53430,6630,1975
2024-02-7,1,0,1871,1843,1106,1475,3600,6325,2725,849
2024-02-7,1,0,509,2109,2277,2072,3761,4510,749,1769
2024-02-7,1,0,1128,286,309,677,3806,5655,1849,908
2024-02-7,1,0,141,2089,1038,2478,3821,3821,0,978
2024-02-7,1,0,836,1286,2012,726,4151,8259,4108,1303
2024-02-7,1,0,977,2437,830,239,4378,8381,4003,2203
2024-02-7,1,0,509,1369,1381,1644,4594,11046,6452,915
2024-02-7,1,0,512,1962,1599,1442,4777,7693,2916,1205
2024-02-7,1,0,1936,103,1289,1808,4786,11986,7200,1824
2024-02-7,1,0,1360,634,1403,1292,4880,9258,4378,660
2024-02-7,1,0,825,2458,1625,514,5501,9971,4470,2103
2024-02-7,1,0,226,102,1896,1351,5514,7517,2003,2086
2024-02-7,1,0,858,638,2076,1403,5939,7259,1320,1439
2024-02-7,1,0,1112,460,2429,604,6386,13441,7055,1325
2024-02-7,1,0,996,2246,1134,2306,6398,9693,3295,151
2024-02-7,1,0,1408,1697,989,1636,6623,13388,6765,424
2024-02-7,1,0,2475,1183,1359,2434,6794,7482,688,1677
2024-02-7,1,0,1138,641,1602,621,6988,7390,402,465
2024-02-7,1,0,1978,2461,1062,1071,7129,10566,3437,1665
2024-02-7,1,0,393,920,2162,1098,7200,14400,7200,1778
2024-02-7,1,0,2177,602,1626,957,7200,8582,1382,656
2024-02-7,1,0,1923,106,1451,56,7211,12325,5114,475
2024-02-7,1,0,966,1667,53,2348,7737,9789,2052,1140
2024-02-7,1,0,61,1501,1369,385,7911,9890,1979,1720
2024-02-7,1,0,1801,1961,2080,1076,8117,10448,2331,928
2024-02-7,1,0,1415,583,1908,684,8338,12965,4627,504
2024-02-7,1,0,1102,1012,2156,522,8693,9819,1126,1163
2024-02-7,1,0,150,1885,988,1512,8716,13820,5104,918
2024-02-7,1,0,1033,601,892,2331,8960,13324,4364,1736
2024-02-7,1,0,2321,1145,336,2260,9255,10829,1574,2277
2024-02-7,1,0,2083,483,309,874,9542,11679,2137,1817
2024-02-7,1,0,2356,2277,591,1015,9547,14914,5367,2170
2024-02-7,1,0,2278,762,250,2259,9627,16466,6839,2521
2024-02-7,1,0,881,1055,1749,144,9721,12450,2729,1259
2024-02-7,1,0,1399,1945,1908,306,9840,11740,1900,1717
2024-02-7,1,0,1881,1916,893,527,9950,16877,6927,1705
2024-02-7,1,0,443,1115,2143,1803,9973,16415,6442,1834
2024-02-7,1,0,630,1666,1274,1165,10648,15331,4683,816
2024-02-7,1,0,720,2077,2499,1869,10659,11746,1087,1792
2024-02-7,1,0,1582,1686,426,1651,10800,17706,6906,1157
2024-02-7,1,0,777,932,727,1196,10800,16687,5887,269
2024-02-7,1,0,2154,268,892,1716,10843,17529,6686,1921
2024-02-7,1,0,2025,1935,669,1688,11047,17196,6149,1379
2024-02-7,1,0,1009,969,832,1453,11057,12118,1061,516
2024-02-7,1,0,1017,541,1514,321,11151,18351,7200,544
2024-02-7,1,0,1550,254,2153,179,11256,13189,1933,608
2024-02-7,1,0,1782,2025,2403,63,11416,11416,0,2058
2024-02-7,1,0,2345,113,1853,2236,11433,13806,2373,2180
2024-02-7,1,0,1026,89,2012,2164,11567,17266,5699,2298
2024-02-7,1,0,2259,1699,1230,713,12071,18258,6187,1426
2024-02-7,1,0,782,1142,83,1474,12184,17815,5631,774
2024-02-7,1,0,1544,1121,1346,1287,12316,17577,5261,259
2024-02-7,1,0,196,974,632,1870,13007,13326,319,997
2024-02-7,1,0,2381,895,786,944,13287,17765,4478,1596
2024-02-7,1,0,668,2190,997,1094,13394,20049,6655,1145
2024-02-7,1,0,1858,1208,145,1329,13407,19451,6044,1718
2024-02-7,1,0,1171,604,1424,780,13728,19744,6016,309
2024-02-7,1,0,1002,2097,2431,1152,13923,15294,1371,1714
2024-02-7,1,0,2483,454,1724,2214,14128,18631,4503,1917
2024-02-7,1,0,1682,419,1676,2142,14400,21014,6614,1724
2024-02-7,1,0,2144,407,510,530,14400,21600,7200,1639
2024-02-7,1,0,535,2127,1343,48,14536,14536,0,2231
2024-02-7,1,0,2462,1603,2449,2476,14755,20115,5360,874
2024-02-7,1,0,544,2164,262,281,14959,21854,6895,1904
2024-02-7,1,0,2289,911,15,783,14966,20604,5638,2278
2024-02-7,1,0,2066,573,414,37,15351,18122,2771,1737
2024-02-7,1,0,1919,974,864,1785,15387,18778,3391,1331
2024-02-7,1,0,2211,352,507,1760,15655,20487,4832,2211
2024-02-7,1,0,1459,2309,1911,1784,15836,17392,1556,693
2024-02-7,1,0,1266,1798,1053,436,15953,19153,3200,1379
2024-02-7,1,0,66,1482,385,1918,16418,23618,7200,541
2024-02-7,1,0,429,333,1000,941,16473,22625,6152,835
2024-02-7,1,0,2099,2314,2440,54,16769,18713,1944,2286
2024-02-7,1,0,130,581,1319,586,16978,22958,5980,1190
2024-02-7,1,0,683,697,2251,1154,17025,21414,4389,1634
2024-02-7,1,0,1850,1692,1160,1884,17564,22964,5400,717
2024-02-7,1,0,2364,1377,1522,1326,17718,19919,2201,844
2024-02-7,1,0,622,173,2450,1024,17872,18743,871,2017
2024-02-7,1,0,178,1571,2475,1900,17902,20872,2970,2321
2024-02-7,1,0,903,1695,857,488,18000,19713,1713,1208
2024-02-7,1,0,1074,845,968,2460,18000,19089,1089,1619
2024-02-7,1,0,2339,702,1538,1792,18456,19461,1005,1353
2024-02-7,1,0,1381,1790,2043,1068,18569,23666,5097,980
2024-02-7,1,0,832,1268,117,1831,18722,20743,2021,911
2024-02-7,1,0,740,2296,1868,66,18761,22141,3380,2500
2024-02-7,1,0,51,1394,1316,1960,19281,22140,2859,1386
2024-02-7,1,0,1236,1809,2415,10,20001,23170,3169,2151
2024-02-7,1,0,2001,1192,1132,914,20296,21674,1378,913
2024-02-7,1,0,644,1217,1319,612,20424,23466,3042,907
2024-02-7,1,0,2400,1049,758,1445,20439,25075,4636,1690
2024-02-7,1,0,2425,2380,2358,317,20501,20647,146,2065
2024-02-7,1,0,1362,935,1479,188,20520,23629,3109,757
2024-02-7,1,0,415,477,2317,2258,20558,26099,5541,2606
2024-02-7,1,0,137,2353,2442,207,20624,25392,4768,3150
2024-02-7,1,0,2257,2337,1060,2184,20740,27890,7150,1207
2024-02-7,1,0,60,51,1915,371,21090,22114,1024,1883
2024-02-7,1,0,791,548,414,1529,21140,25384,4244,1051
2024-02-7,1,0,2343,1051,1424,991,21266,21266,0,921
2024-02-7,1,0,2377,2110,2451,1051,21575,21972,397,1062
2024-02-7,1,0,494,1807,1858,396,21600,25455,3855,1963
2024-02-7,1,0,2361,1706,1285,698,21600,27754,6154,1475
2024-02-7,1,0,1853,2010,2330,1811,21913,21913,0,517
2024-02-7,1,0,447,543,1954,333,22361,26126,3765,1522
2024-02-7,1,0,2378,1352,354,440,22361,24443,2082,2220
2024-02-7,1,0,251,1893,502,1046,22606,23323,717,884
2024-02-7,1,0,708,1295,705,2434,22718,25779,3061,1140
2024-02-7,1,0,523,1411,1967,1738,23093,27549,4456,1481
2024-02-7,1,0,659,974,1320,345,23267,29092,5825,913
2024-02-7,1,0,1359,1177,699,1596,23703,27302,3599,782
2024-02-7,1,0,1976,1318,890,2294,23899,29738,5839,1461
2024-02-7,1,0,49,1711,161,1031,23941,28243,4302,690
2024-02-7,1,0,879,2491,107,1400,23961,28983,5022,1337
2024-02-7,1,0,51,14,1181,703,24279,26039,1760,1324
2024-02-7,1,0,671,120,2480,357,24379,27920,3541,1825
2024-02-7,1,0,866,1051,688,666,24639,24639,0,425
2024-02-7,1,0,571,2396,1124,505,24647,27575,2928,1971
2024-02-7,1,0,1527,871,2264,1455,24724,24724,0,941
2024-02-7,1,0,815,555,1497,407,24756,29857,5101,698
2024-02-7,1,0,1057,839,374,324,25037,32237,7200,856
2024-02-7,1,0,1970,628,1785,534,25200,26233,1033,208
2024-02-7,1,0,1866,1066,1041,75,25200,28343,3143,1290
2024-02-7,1,0,1984,2115,1618,501,26267,30638,4371,1655
2024-02-7,1,0,1338,1790,169,2386,26483,26483,0,1313
2024-02-7,1,0,1612,1372,1092,1676,26556,31121,4565,603
2024-02-7,1,0,1074,1781,1281,1971,26609,28987,2378,281
2024-02-7,1,0,2360,631,2037,1504,26661,31681,5020,931
2024-02-7,1,0,515,465,2285,1509,26929,34129,7200,2055
2024-02-7,1,0,651,172,1588,696,27105,32553,5448,1074
2024-02-7,1,0,2114,426,1450,1251,27115,32244,5129,1060
2024-02-7,1,0,2194,2072,1549,1861,27210,32256,5046,679
2024-02-7,1,0,1903,617,434,181,27351,28228,877,1533
2024-02-7,1,0,2140,1806,560,1722,27436,29221,1785,1583
2024-02-7,1,0,1671,1049,1560,1654,27530,32843,5313,616
2024-02-7,1,0,941,119,1965,627,27777,32917,5140,1144
2024-02-7,1,0,2411,1697,1324,1177,27829,28531,702,1205
2024-02-7,1,0,2170,1552,1035,2265,27848,28627,779,1341
2024-02-7,1,0,1654,555,1872,849,27967,27967,0,367
2024-02-7,1,0,585,729,173,2426,28103,28540,437,1747
