sample_date,am_count,wc_count,origin_lat,origin_lon,destination_lat,destination_lon,arrival_time,scheduled_pickup,time_diff
2024-12-11,1,0,1182,1742,2241,1509,164699,168907,4208
2024-12-11,1,0,1305,466,1382,636,164972,166842,1870
2024-12-11,1,0,691,879,230,209,165010,171232,6222
2024-12-11,1,0,395,1096,1410,561,165046,165740,694
2024-12-11,1,0,1024,562,432,1737,165154,166349,1195
2024-12-11,1,0,1209,1252,1602,36,165228,165228,0
2024-12-11,1,0,2328,2498,823,1219,165243,168850,3607
2024-12-11,1,0,2290,1014,426,1992,165600,168551,2951
2024-12-11,1,0,2469,1771,7,1790,165600,170702,5102
2024-12-11,1,0,146,705,2143,1502,165649,168097,2448
2024-12-11,1,0,101,2047,1955,1537,166138,167451,1313
2024-12-11,1,0,1557,730,553,2067,166174,166454,280
2024-12-11,1,0,642,798,1768,1582,166176,173319,7143
2024-12-11,1,0,227,969,643,521,166232,171329,5097
2024-12-11,1,0,1594,1666,1633,1517,166331,171506,5175
2024-12-11,1,0,2235,2498,430,134,166335,169743,3408
2024-12-11,1,0,2025,2063,1323,1544,166452,167092,640
2024-12-11,1,0,537,1193,945,1216,166746,168331,1585
2024-12-11,1,0,1708,1906,1188,2328,166919,171370,4451
2024-12-11,1,0,814,1848,2155,2040,167057,174181,7124
2024-12-11,1,0,1467,1018,2154,438,167500,174146,6646
2024-12-11,1,0,230,1512,1197,1704,167950,175150,7200
2024-12-11,1,0,1140,2212,91,1846,168197,174355,6158
2024-12-11,1,0,43,1816,1330,2228,168330,175160,6830
2024-12-11,1,0,1119,2236,2224,2365,168425,174035,5610
2024-12-11,1,0,1328,179,385,560,168427,171489,3062
2024-12-11,1,0,2350,1112,1717,1051,168559,173015,4456
2024-12-11,1,0,46,1276,631,2222,169200,171018,1818
2024-12-11,1,0,296,2470,626,784,169200,174773,5573
2024-12-11,1,0,2248,1913,511,1901,169905,175639,5734
2024-12-11,1,0,1179,2032,1919,1542,169943,171948,2005
2024-12-11,1,0,1413,2034,51,1703,169989,176352,6363
2024-12-11,1,0,1271,598,126,1054,170226,171137,911
2024-12-11,1,0,1991,1422,1294,121,170528,176624,6096
2024-12-11,1,0,1128,1406,1546,2439,170663,177638,6975
2024-12-11,1,0,1216,895,2126,2037,170852,175915,5063
2024-12-11,1,0,1489,904,1482,1401,170900,177633,6733
2024-12-11,1,0,1935,2025,1093,367,171030,178230,7200
2024-12-11,1,0,2079,1318,1248,725,171053,174086,3033
2024-12-11,1,0,936,2239,1861,744,171131,177097,5966
2024-12-11,1,0,1011,937,1798,1648,171198,176143,4945
2024-12-11,1,0,763,1248,421,1880,171316,173970,2654
2024-12-11,1,0,60,2013,1614,1856,171849,173317,1468
2024-12-11,1,0,1148,1955,2019,1481,171889,171889,0
2024-12-11,1,0,1670,427,1940,1140,171992,172019,27
2024-12-11,1,0,1005,1761,273,555,172184,178565,6381
2024-12-11,1,0,1513,1166,1589,2201,172771,175606,2835
2024-12-11,1,0,526,2005,2049,2319,172800,174240,1440
2024-12-11,1,0,859,1873,37,1851,172800,177196,4396
2024-12-11,1,0,2422,2040,1966,706,172874,178227,5353
2024-12-11,1,0,2430,1542,629,936,172895,177689,4794
2024-12-11,1,0,514,336,2300,2435,172911,175535,2624
2024-12-11,1,0,1131,858,549,1210,173431,180631,7200
2024-12-11,1,0,1252,1923,393,1113,173455,180226,6771
2024-12-11,1,0,1335,2433,1753,1142,173483,175522,2039
2024-12-11,1,0,708,387,1581,1289,173856,175830,1974
2024-12-11,1,0,1764,4,1854,2000,173911,175049,1138
2024-12-11,1,0,857,86,1244,296,174118,174118,0
2024-12-11,1,0,412,2083,1471,495,174436,181636,7200
2024-12-11,1,0,1421,367,995,884,174612,181625,7013
2024-12-11,1,0,1042,1805,2159,1159,175206,180482,5276
2024-12-11,1,0,837,705,2366,96,175438,177880,2442
2024-12-11,1,0,1623,505,2313,679,175460,181275,5815
2024-12-11,1,0,1172,649,165,202,175614,176565,951
2024-12-11,1,0,2273,2077,1951,1345,175852,178189,2337
2024-12-11,1,0,918,1112,1529,1950,176156,176198,42
2024-12-11,1,0,909,1603,2205,1740,176161,181823,5662
2024-12-11,1,0,2439,1183,1113,504,176400,181411,5011
2024-12-11,1,0,1243,853,1742,1470,176400,182069,5669
2024-12-11,1,0,1010,32,106,1524,176576,182419,5843
2024-12-11,1,0,888,81,337,427,176618,176618,0
2024-12-11,1,0,315,407,2381,1269,176620,177981,1361
2024-12-11,1,0,2320,1805,899,994,177159,178050,891
2024-12-11,1,0,151,951,664,1490,177317,182276,4959
2024-12-11,1,0,1622,2498,1888,845,177337,179876,2539
2024-12-11,1,0,2323,851,716,1108,177717,180125,2408
2024-12-11,1,0,1857,2414,2265,2226,178556,183967,5411
2024-12-11,1,0,55,1720,630,2132,178678,181368,2690
2024-12-11,1,0,1818,1509,495,1018,178687,181472,2785
2024-12-11,1,0,1151,2273,1128,1340,178713,185021,6308
2024-12-11,1,0,206,1178,1104,310,178811,182352,3541
2024-12-11,1,0,2414,1540,531,1851,179256,186456,7200
2024-12-11,1,0,1551,1713,1672,81,179289,186462,7173
2024-12-11,1,0,563,1705,1698,1072,179646,179646,0
2024-12-11,1,0,1009,2354,62,2025,179649,180234,585
2024-12-11,1,0,2151,2126,1822,1944,179774,184630,4856
2024-12-11,1,0,1257,748,769,2470,179987,183250,3263
2024-12-11,1,0,2232,2387,323,808,180000,185589,5589
2024-12-11,1,0,217,411,1813,2472,180000,184307,4307
2024-12-11,1,0,1713,1375,468,1935,180678,187878,7200
2024-12-11,1,0,989,1019,1664,2088,180988,184776,3788
2024-12-11,1,0,889,778,949,669,181025,185512,4487
2024-12-11,1,0,291,2283,2110,267,181189,183489,2300
2024-12-11,1,0,452,1400,140,5,181298,181298,0
2024-12-11,1,0,1384,1342,962,1185,181331,184156,2825
2024-12-11,1,0,633,1310,993,486,181367,182586,1219
2024-12-11,1,0,1359,925,2350,1345,182042,188003,5961
2024-12-11,1,0,1056,378,494,2384,182116,186308,4192
2024-12-11,1,0,120,906,256,345,182694,185689,2995
2024-12-11,1,0,1734,1445,2340,2422,182711,185788,3077
2024-12-11,1,0,2417,506,547,2240,182836,185333,2497
2024-12-11,1,0,1619,1849,1261,460,182865,184013,1148
2024-12-11,1,0,956,182,1910,1017,182866,183295,429
2024-12-11,1,0,749,2264,562,1664,183030,188997,5967
2024-12-11,1,0,1230,1766,216,2022,183055,183846,791
2024-12-11,1,0,712,1791,2163,2087,183316,183543,227
2024-12-11,1,0,2105,1459,1105,1288,183560,185768,2208
2024-12-11,1,0,1625,2327,1322,1275,183600,187023,3423
2024-12-11,1,0,26,750,152,86,183600,184369,769
2024-12-11,1,0,1218,709,2107,1010,183811,190320,6509
2024-12-11,1,0,871,735,1200,1932,184053,189387,5334
2024-12-11,1,0,1,1681,804,2404,184147,191347,7200
2024-12-11,1,0,1665,752,2458,2368,184450,190519,6069
2024-12-11,1,0,2316,2142,1831,2486,184568,191422,6854
2024-12-11,1,0,96,548,2321,1642,184849,190526,5677
2024-12-11,1,0,770,665,1754,2347,184910,187806,2896
2024-12-11,1,0,2458,69,903,2267,184967,186889,1922
2024-12-11,1,0,1828,36,1434,485,185143,188208,3065
2024-12-11,1,0,1720,1005,1492,1346,185325,191619,6294
2024-12-11,1,0,314,223,2242,1607,185427,192627,7200
2024-12-11,1,0,2264,1090,632,2457,185473,190103,4630
2024-12-11,1,0,347,2280,1799,798,185486,186833,1347
2024-12-11,1,0,1416,2016,1213,1959,185494,191781,6287
2024-12-11,1,0,4,1302,149,1481,185598,189793,4195
2024-12-11,1,0,2137,517,1180,1679,185800,187026,1226
2024-12-11,1,0,1678,936,1105,1499,186223,189897,3674
2024-12-11,1,0,1062,916,356,1571,186434,187541,1107
2024-12-11,1,0,613,2101,393,1015,187200,192928,5728
2024-12-11,1,0,470,2195,804,536,187200,189885,2685
2024-12-11,1,0,1199,1634,206,827,187212,192098,4886
2024-12-11,1,0,639,237,2331,1159,187313,194513,7200
2024-12-11,1,0,799,282,281,913,187559,189522,1963
2024-12-11,1,0,1692,548,853,1845,187611,193523,5912
2024-12-11,1,0,2413,491,831,1539,188163,193189,5026
2024-12-11,1,0,490,599,1841,1351,188385,194335,5950
2024-12-11,1,0,804,1824,824,12,188450,190949,2499
2024-12-11,1,0,1154,584,39,2381,188731,192420,3689
2024-12-11,1,0,999,186,836,506,188748,195611,6863
2024-12-11,1,0,0,194,429,2011,189453,194906,5453
2024-12-11,1,0,1963,890,2026,2102,189462,196662,7200
2024-12-11,1,0,1561,445,823,1516,189982,193002,3020
2024-12-11,1,0,1797,853,1636,849,190038,195714,5676
2024-12-11,1,0,1614,494,2058,1898,190309,193588,3279
2024-12-11,1,0,399,768,789,613,190309,190675,366
2024-12-11,1,0,375,1991,2292,2460,190366,193833,3467
2024-12-11,1,0,2154,714,506,1991,190630,197092,6462
2024-12-11,1,0,79,2305,767,2410,190776,190948,172
2024-12-11,1,0,173,1527,1815,1400,190800,195035,4235
2024-12-11,1,0,1217,1202,134,1219,190800,196536,5736
2024-12-11,1,0,266,1446,287,716,190826,191649,823
2024-12-11,1,0,533,1818,1101,603,191180,192878,1698
2024-12-11,1,0,715,783,1920,1276,191340,197600,6260
2024-12-11,1,0,543,622,1537,665,191591,191595,4
2024-12-11,1,0,1148,219,1941,477,191818,193348,1530
2024-12-11,1,0,1578,564,54,629,192460,196242,3782
2024-12-11,1,0,1901,2108,1081,1216,192525,193941,1416
2024-12-11,1,0,2171,1867,1459,2123,192753,197434,4681
2024-12-11,1,0,895,625,1793,800,192837,193793,956
2024-12-11,1,0,1163,1641,330,470,192931,195229,2298
2024-12-11,1,0,750,1857,2256,700,192980,200180,7200
2024-12-11,1,0,1852,2386,2452,577,193058,193976,918
2024-12-11,1,0,1288,161,584,47,193610,198590,4980
2024-12-11,1,0,1422,169,1450,2022,193674,193674,0
2024-12-11,1,0,915,29,1583,2268,193727,198403,4676
2024-12-11,1,0,434,1971,308,1018,193890,195585,1695
2024-12-11,1,0,1011,313,1810,318,193945,199859,5914
2024-12-11,1,0,1406,2293,869,916,194065,195726,1661
2024-12-11,1,0,754,873,2412,1021,194400,197414,3014
2024-12-11,1,0,1637,378,63,1503,194400,199167,4767
2024-12-11,1,0,2463,1482,678,2337,194497,196053,1556
2024-12-11,1,0,1114,703,1630,86,194503,194984,481
2024-12-11,1,0,1875,511,2147,1063,194615,196479,1864
2024-12-11,1,0,2339,26,378,1300,195083,200322,5239
2024-12-11,1,0,924,2156,1903,2239,195186,195235,49
2024-12-11,1,0,555,877,162,716,195265,195966,701
2024-12-11,1,0,787,2103,703,1336,196159,200352,4193
2024-12-11,1,0,2278,626,2425,265,196362,199220,2858
2024-12-11,1,0,343,1913,2484,2077,196451,203062,6611
2024-12-11,1,0,401,2237,1613,554,196472,202823,6351
2024-12-11,1,0,559,1051,1501,2191,196776,196817,41
2024-12-11,1,0,2083,1431,432,1261,197017,199015,1998
2024-12-11,1,0,1192,370,1601,868,197517,203103,5586
2024-12-11,1,0,365,66,567,1801,197565,198726,1161
2024-12-11,1,0,1656,170,615,1101,197589,199504,1915
2024-12-11,1,0,667,1089,1718,913,197841,199825,1984
2024-12-11,1,0,2231,2405,1736,1114,197886,198493,607
2024-12-11,1,0,1216,115,2486,2233,197924,198775,851
2024-12-11,1,0,49,1259,2458,1012,198000,203631,5631
2024-12-11,1,0,1170,568,1513,1640,198000,203492,5492
2024-12-11,1,0,371,2374,767,293,198180,198262,82
2024-12-11,1,0,2184,1457,1865,557,198297,199473,1176
2024-12-11,1,0,289,2433,659,1043,198513,201534,3021
2024-12-11,1,0,748,2096,486,762,198759,203749,4990
2024-12-11,1,0,1001,1113,984,2210,199015,203904,4889
2024-12-11,1,0,328,896,1022,874,199090,200720,1630
2024-12-11,1,0,2283,955,386,1396,199165,199165,0
2024-12-11,1,0,789,458,2260,1869,199527,201448,1921
2024-12-11,1,0,145,2119,1639,718,199677,206767,7090
2024-12-11,1,0,38,1715,1423,449,199689,203997,4308
2024-12-11,1,0,1359,1265,1221,2466,199797,205278,5481
2024-12-11,1,0,778,137,392,848,199858,205218,5360
2024-12-11,1,0,826,2452,1258,2348,200465,205070,4605
2024-12-11,1,0,2014,1363,1257,1829,200467,207667,7200
2024-12-11,1,0,361,1698,389,916,200598,206731,6133
2024-12-11,1,0,1489,1044,349,377,200776,202577,1801
2024-12-11,1,0,2374,900,1652,135,200823,201514,691
2024-12-11,1,0,1524,869,1847,2375,201327,207449,6122
2024-12-11,1,0,2062,2377,2023,1211,201600,203307,1707
2024-12-11,1,0,968,263,2001,846,201600,208187,6587
2024-12-11,1,0,2067,631,2448,1069,201868,201961,93
2024-12-11,1,0,2315,975,889,427,201947,207976,6029
2024-12-11,1,0,2444,1397,1581,1421,202140,205911,3771
2024-12-11,1,0,1368,361,1952,1271,202316,202946,630
2024-12-11,1,0,302,1972,1301,1378,202409,203398,989
2024-12-11,1,0,2467,1549,1470,1521,202553,203828,1275
2024-12-11,1,0,2025,2392,2245,865,202750,203278,528
2024-12-11,1,0,1299,2086,1242,1893,203287,206825,3538
2024-12-11,1,0,226,260,1331,1943,203450,210239,6789
2024-12-11,1,0,1927,1467,61,1819,203631,205468,1837
2024-12-11,1,0,2434,794,1183,1203,203645,207772,4127
2024-12-11,1,0,556,811,2017,1626,204223,209170,4947
2024-12-11,1,0,2021,1147,1931,1935,204365,208153,3788
2024-12-11,1,0,365,1738,201,1586,204673,205354,681
2024-12-11,1,0,379,1362,1733,170,204682,208665,3983
2024-12-11,1,0,2233,1171,1310,661,204786,211359,6573
2024-12-11,1,0,208,2233,2432,1815,204843,207676,2833
2024-12-11,1,0,495,1650,1063,1260,204902,206862,1960
2024-12-11,1,0,8,360,2193,2385,205200,209435,4235
2024-12-11,1,0,827,1126,1630,2203,205200,210604,5404
2024-12-11,1,0,135,1306,2037,105,205374,212421,7047
2024-12-11,1,0,2445,230,900,1162,205386,205789,403
2024-12-11,1,0,255,884,1951,760,205387,212307,6920
2024-12-11,1,0,2268,122,255,937,205437,209545,4108
2024-12-11,1,0,1011,2357,1221,286,205509,206670,1161
2024-12-11,1,0,1474,1037,507,235,205745,212945,7200
2024-12-11,1,0,80,1641,1483,1512,206283,212863,6580
2024-12-11,1,0,1708,1074,1457,1204,206360,213560,7200
2024-12-11,1,0,2228,1039,999,1526,206543,206543,0
2024-12-11,1,0,350,1961,1751,2446,207376,211165,3789
2024-12-11,1,0,1839,1284,1851,531,207592,209068,1476
2024-12-11,1,0,33,1880,1266,757,207751,212273,4522
2024-12-11,1,0,1247,796,789,361,207764,209169,1405
2024-12-11,1,0,1454,1595,1183,2095,207826,213539,5713
2024-12-11,1,0,2098,1151,190,1904,208212,214166,5954
2024-12-11,1,0,2270,2093,2075,2065,208247,208567,320
2024-12-11,1,0,66,577,2322,640,208540,209786,1246
2024-12-11,1,0,1919,1408,68,807,208728,215287,6559
2024-12-11,1,0,4,1722,1455,2108,208800,213626,4826
2024-12-11,1,0,1380,463,2386,145,208800,209007,207
2024-12-11,1,0,1564,417,586,171,208998,210455,1457
2024-12-11,1,0,949,47,1516,2120,209274,210090,816
2024-12-11,1,0,1932,1528,401,1695,209399,214860,5461
2024-12-11,1,0,568,1237,2207,1648,209458,214474,5016
2024-12-11,1,0,1761,835,131,1937,209632,216431,6799
2024-12-11,1,0,1588,58,185,1323,209782,214447,4665
2024-12-11,1,0,355,2425,1931,968,210178,213164,2986
2024-12-11,1,0,773,2489,220,969,210187,210922,735
2024-12-11,1,0,1786,848,1599,203,210599,210638,39
2024-12-11,1,0,1285,1585,791,479,210729,216047,5318
2024-12-11,1,0,795,396,996,2415,210732,216838,6106
2024-12-11,1,0,33,1303,1799,1919,210804,210804,0
2024-12-11,1,0,424,1386,1316,1027,211024,214858,3834
2024-12-11,1,0,1435,1047,624,795,211139,213482,2343
2024-12-11,1,0,1183,2092,708,1012,211808,213019,1211
2024-12-11,1,0,73,385,1143,2435,211902,212690,788
2024-12-11,1,0,1721,806,1497,1799,211969,215168,3199
2024-12-11,1,0,1393,2010,200,597,212264,215293,3029
2024-12-11,1,0,904,419,1637,402,212400,215718,3318
2024-12-11,1,0,2136,2369,523,1533,212400,215080,2680
2024-12-11,1,0,1756,678,984,1624,212419,218416,5997
2024-12-11,1,0,1314,902,457,830,213159,218495,5336
2024-12-11,1,0,495,1692,1972,1419,213456,216795,3339
2024-12-11,1,0,1019,242,1055,1510,213577,216351,2774
2024-12-11,1,0,1484,678,575,1203,213665,219072,5407
2024-12-11,1,0,1045,2027,2425,1399,213719,214877,1158
2024-12-11,1,0,968,1686,200,2306,213830,220652,6822
2024-12-11,1,0,1171,2126,1949,2064,214166,219853,5687
2024-12-11,1,0,1412,2385,1643,262,214217,219893,5676
2024-12-11,1,0,748,1984,1767,1348,214328,218012,3684
2024-12-11,1,0,1921,2473,734,272,214370,214370,0
2024-12-11,1,0,146,2123,393,797,214436,216098,1662
2024-12-11,1,0,1781,1623,1253,193,214469,214469,0
2024-12-11,1,0,961,464,946,1975,215211,216408,1197
2024-12-11,1,0,2381,1918,138,1884,215346,219022,3676
2024-12-11,1,0,7,696,2190,329,215555,218850,3295
2024-12-11,1,0,1041,315,2082,1334,215572,219029,3457
2024-12-11,1,0,2443,2028,364,1141,215644,218356,2712
2024-12-11,1,0,2074,1056,2016,2322,216000,216000,0
2024-12-11,1,0,1783,2407,836,588,216000,223200,7200
2024-12-11,1,0,2101,270,503,1514,216259,218465,2206
2024-12-11,1,0,2407,1638,1883,463,216314,217847,1533
2024-12-11,1,0,1731,617,2476,2351,216397,217509,1112
2024-12-11,1,0,2376,2107,1503,262,216510,217162,652
2024-12-11,1,0,1443,445,2136,1327,216658,221596,4938
2024-12-11,1,0,1278,1440,1833,680,217619,220008,2389
2024-12-11,1,0,2065,1278,1998,979,217665,219066,1401
2024-12-11,1,0,2489,1659,1239,391,217740,217966,226
2024-12-11,1,0,1780,451,2095,1939,217793,224992,7199
2024-12-11,1,0,1012,154,1653,1914,217871,225071,7200
2024-12-11,1,0,1422,2345,1026,1727,217889,223244,5355
2024-12-11,1,0,1583,483,194,582,217966,219640,1674
2024-12-11,1,0,1328,838,1914,135,218345,221122,2777
2024-12-11,1,0,1405,43,1701,878,218407,218491,84
2024-12-11,1,0,1837,2143,1419,580,218487,224213,5726
2024-12-11,1,0,237,2150,2191,2380,218988,223155,4167
2024-12-11,1,0,517,974,894,341,219214,224633,5419
2024-12-11,1,0,40,2220,1966,1904,219339,219900,561
2024-12-11,1,0,1704,1090,1440,907,219600,221087,1487
2024-12-11,1,0,1528,2179,257,1550,219600,226799,7199
2024-12-11,1,0,878,2204,1114,2284,220073,221329,1256
2024-12-11,1,0,1334,2416,2411,1155,220081,227137,7056
2024-12-11,1,0,517,587,2152,1863,220305,227250,6945
2024-12-11,1,0,1010,270,238,509,220555,223496,2941
2024-12-11,1,0,1327,776,157,590,221422,224400,2978
2024-12-11,1,0,830,168,1250,2441,221429,224088,2659
2024-12-11,1,0,639,200,2434,1970,221630,228055,6425
2024-12-11,1,0,1367,388,1091,305,221691,222575,884
2024-12-11,1,0,1944,58,554,208,221706,228906,7200
2024-12-11,1,0,726,60,1226,561,221941,223333,1392
2024-12-11,1,0,2143,1892,764,1055,222336,223320,984
2024-12-11,1,0,427,256,1541,590,222733,224352,1619
2024-12-11,1,0,389,355,1787,2390,222741,222811,70
2024-12-11,1,0,70,273,773,1185,222880,228476,5596
2024-12-11,1,0,1439,1474,758,1745,222892,225667,2775
2024-12-11,1,0,196,1517,1120,2184,222968,224039,1071
2024-12-11,1,0,2396,1220,2081,1635,223025,223953,928
2024-12-11,1,0,1961,2219,934,2479,223089,225231,2142
2024-12-11,1,0,2062,298,1701,401,223200,223200,0
2024-12-11,1,0,1278,879,1460,1344,223200,227896,4696
2024-12-11,1,0,1680,460,561,158,223338,226745,3407
2024-12-11,1,0,283,2064,886,959,223578,225429,1851
2024-12-11,1,0,353,2443,523,60,223938,223938,0
2024-12-11,1,0,2177,232,1202,1444,223972,227255,3283
2024-12-11,1,0,2273,2047,1807,1657,224266,224336,70
2024-12-11,1,0,1014,805,1863,2499,224531,229504,4973
2024-12-11,1,0,789,1202,766,1849,224703,226415,1712
2024-12-11,1,0,215,2367,1232,333,224886,229701,4815
2024-12-11,1,0,1941,1014,1640,365,224906,227559,2653
2024-12-11,1,0,856,1010,819,440,225098,228172,3074
2024-12-11,1,0,808,1135,347,1875,225198,229224,4026
2024-12-11,1,0,2376,1490,50,1244,225621,232432,6811
2024-12-11,1,0,1364,1074,2472,1066,225700,228587,2887
2024-12-11,1,0,1904,1950,2482,2151,225879,232197,6318
2024-12-11,1,0,893,684,2103,402,225996,231773,5777
2024-12-11,1,0,986,1867,2363,74,226432,233631,7199
2024-12-11,1,0,586,1414,1529,2281,226494,231662,5168
2024-12-11,1,0,394,1048,145,2052,226511,233629,7118
2024-12-11,1,0,1031,669,16,315,226800,234000,7200
2024-12-11,1,0,261,381,1633,1173,226800,230978,4178
2024-12-11,1,0,1223,668,2094,1162,226960,228237,1277
2024-12-11,1,0,2308,1546,2185,362,227100,229644,2544
2024-12-11,1,0,1572,2150,1740,919,227410,230021,2611
2024-12-11,1,0,1267,1635,1217,719,227518,228661,1143
2024-12-11,1,0,373,1434,1598,197,227676,231140,3464
2024-12-11,1,0,1146,1176,817,1122,227942,227942,0
2024-12-11,1,0,1466,1055,2359,2471,228388,231063,2675
2024-12-11,1,0,2465,1719,1341,158,228481,228481,0
2024-12-11,1,0,900,1497,1485,296,228662,234643,5981
2024-12-11,1,0,456,999,410,929,228894,231215,2321
2024-12-11,1,0,1180,445,399,427,228903,235547,6644
2024-12-11,1,0,480,957,1096,2192,229219,235394,6175
2024-12-11,1,0,1551,343,1781,2365,229312,232785,3473
2024-12-11,1,0,1716,368,118,1600,229530,235318,5788
2024-12-11,1,0,1509,677,2144,171,229655,235538,5883
2024-12-11,1,0,1643,1134,1396,2423,229892,236614,6722
2024-12-11,1,0,1856,809,1306,1705,230145,236439,6294
2024-12-11,1,0,170,316,2171,157,230187,231520,1333
2024-12-11,1,0,1873,2459,2141,2426,230400,233102,2702
2024-12-11,1,0,468,1364,1231,1594,230400,234450,4050
2024-12-11,1,0,882,979,813,107,230432,232916,2484
2024-12-11,1,0,1025,160,1612,676,230786,230786,0
2024-12-11,1,0,1976,1729,1603,1440,231084,231084,0
2024-12-11,1,0,361,1078,1849,1248,231178,236063,4885
2024-12-11,1,0,1676,1916,1632,1039,231248,231550,302
2024-12-11,1,0,164,1367,1921,41,231674,238301,6627
2024-12-11,1,0,2054,1701,2500,1541,231712,238023,6311
2024-12-11,1,0,1869,1999,766,151,231835,233719,1884
2024-12-11,1,0,2487,776,216,296,231844,234109,2265
2024-12-11,1,0,1585,225,1738,800,231876,235459,3583
2024-12-11,1,0,15,2283,1245,196,232017,232017,0
2024-12-11,1,0,1607,1290,528,2290,232183,232330,147
2024-12-11,1,0,2325,721,2299,183,232315,239390,7075
2024-12-11,1,0,872,2316,118,906,232626,234843,2217
2024-12-11,1,0,2212,1860,261,305,233391,239869,6478
2024-12-11,1,0,606,668,2116,74,233611,235253,1642
2024-12-11,1,0,884,677,2404,2312,233706,239741,6035
2024-12-11,1,0,292,996,480,648,233980,240711,6731
2024-12-11,1,0,1020,2491,129,543,234000,237169,3169
2024-12-11,1,0,259,532,983,2468,234000,234956,956
2024-12-11,1,0,2303,43,1814,615,234410,241078,6668
2024-12-11,1,0,1265,1414,506,317,234469,235712,1243
2024-12-11,1,0,2314,1724,2128,1970,234549,239291,4742
2024-12-11,1,0,582,2010,57,804,234694,238801,4107
2024-12-11,1,0,1703,694,304,1606,234710,238336,3626
2024-12-11,1,0,2449,829,492,1337,234730,240133,5403
2024-12-11,1,0,1367,2279,761,545,234844,236460,1616
2024-12-11,1,0,17,2166,1677,766,234908,240784,5876
2024-12-11,1,0,2373,1454,867,470,235017,237812,2795
2024-12-11,1,0,1151,1694,545,1159,235144,240264,5120
2024-12-11,1,0,578,1582,158,1750,235929,240341,4412
2024-12-11,1,0,429,2160,63,1789,236534,242953,6419
2024-12-11,1,0,129,1171,1455,2137,236566,237832,1266
2024-12-11,1,0,1675,1924,880,868,237015,240773,3758
2024-12-11,1,0,109,471,1685,632,237033,243944,6911
2024-12-11,1,0,456,1752,2401,2265,237181,243780,6599
2024-12-11,1,0,2437,1275,145,2438,237219,243530,6311
2024-12-11,1,0,2139,912,2067,1791,237314,242976,5662
2024-12-11,1,0,540,1620,1935,1977,237600,244169,6569
2024-12-11,1,0,2374,1622,1961,1630,237600,238745,1145
2024-12-11,1,0,1177,1604,1284,968,237764,239333,1569
2024-12-11,1,0,499,921,2487,1520,238023,240332,2309
2024-12-11,1,0,1383,1100,1770,1580,238267,245278,7011
2024-12-11,1,0,1922,174,1311,755,238283,245483,7200
2024-12-11,1,0,649,1464,186,2378,238474,242801,4327
2024-12-11,1,0,1477,2028,811,868,238681,238681,0
2024-12-11,1,0,2437,1550,1713,2285,239007,243483,4476
2024-12-11,1,0,1661,385,1256,2022,239124,244339,5215
2024-12-11,1,0,2051,2140,924,1794,239226,244117,4891
2024-12-11,1,0,1172,361,783,968,239778,246977,7199
2024-12-11,1,0,418,2046,335,333,240040,243215,3175
2024-12-11,1,0,228,603,2207,1042,240174,243669,3495
2024-12-11,1,0,901,864,2018,1216,240240,246411,6171
2024-12-11,1,0,1464,465,2144,1310,240547,246162,5615
2024-12-11,1,0,1571,2354,1612,1093,240648,244150,3502
2024-12-11,1,0,2146,1870,603,2040,240664,241952,1288
2024-12-11,1,0,580,1208,1726,957,240763,244140,3377
2024-12-11,1,0,1213,1339,450,880,241102,248302,7200
2024-12-11,1,0,1781,497,1384,1217,241200,246185,4985
2024-12-11,1,0,1631,1895,530,1907,241200,242373,1173
2024-12-11,1,0,1088,1311,2207,1448,241660,241983,323
2024-12-11,1,0,2221,34,840,231,241897,248547,6650
2024-12-11,1,0,489,2094,708,1538,241971,247317,5346
2024-12-11,1,0,1374,777,1621,2232,242103,249303,7200
2024-12-11,1,0,948,1436,1065,1578,242157,248376,6219
2024-12-11,1,0,1929,2002,817,1551,242274,242274,0
2024-12-11,1,0,832,1366,2374,1539,242327,249527,7200
2024-12-11,1,0,313,1486,2463,24,242528,242528,0
2024-12-11,1,0,1301,1024,2288,1342,242573,249509,6936
2024-12-11,1,0,1809,2469,1452,326,243071,249154,6083
2024-12-11,1,0,2495,2106,881,1138,243234,250089,6855
2024-12-11,1,0,618,1085,1561,1719,243244,243244,0
2024-12-11,1,0,1609,1057,2489,828,243246,247815,4569
2024-12-11,1,0,1477,326,1419,481,244119,246643,2524
2024-12-11,1,0,1933,1831,1841,1291,244156,249489,5333
2024-12-11,1,0,176,1794,2139,746,244212,245613,1401
2024-12-11,1,0,459,1835,1959,1371,244247,248739,4492
2024-12-11,1,0,2159,657,538,2063,244641,248199,3558
2024-12-11,1,0,1767,2216,1942,1466,244800,249619,4819
2024-12-11,1,0,36,1720,1151,364,244800,249743,4943
2024-12-11,1,0,995,2092,1977,2221,245422,252585,7163
2024-12-11,1,0,1871,1320,1301,1024,245491,252297,6806
2024-12-11,1,0,1695,844,1562,1873,245561,248283,2722
2024-12-11,1,0,281,306,817,219,246070,253270,7200
2024-12-11,1,0,2220,1839,327,87,246397,251060,4663
2024-12-11,1,0,2016,1771,24,1478,246444,252249,5805
2024-12-11,1,0,118,260,823,552,246616,253089,6473
2024-12-11,1,0,834,1035,346,1253,246894,247377,483
2024-12-11,1,0,700,2144,2183,1932,246983,249148,2165
2024-12-11,1,0,1126,484,1601,810,247099,252909,5810
2024-12-11,1,0,96,1767,1736,840,247273,247599,326
2024-12-11,1,0,2158,792,833,1291,247402,247714,312
